ID,segmento
3536,hibernando
6050,fieis
125,em_risco
3463,fieis
2804,hibernando
3745,hibernando
9771,em_risco
451,hibernando
10530,potenciais_fieis
1079,fieis
8920,campeoes
6678,potenciais_fieis
3852,fieis
528,em_risco
73,hibernando
5589,n_podem_perder
10212,prestes_a_dormir
6365,novos_consumidores
5636,prestes_a_dormir
591,em_risco
2217,prestes_a_dormir
2544,hibernando
7725,potenciais_fieis
8091,fieis
7321,em_risco
5462,n_podem_perder
7791,hibernando
955,em_risco
4037,hibernando
6642,prestes_a_dormir
2793,campeoes
5424,potenciais_fieis
879,em_risco
9530,novos_consumidores
4828,campeoes
10699,potenciais_fieis
1497,potenciais_fieis
7476,em_risco
4390,campeoes
10478,fieis
1081,potenciais_fieis
4261,fieis
9916,hibernando
5350,fieis
8135,prestes_a_dormir
8685,precisam_atencao
4967,potenciais_fieis
2130,potenciais_fieis
9298,em_risco
8175,hibernando
6257,em_risco
3790,promissores
9952,fieis
3503,em_risco
5223,hibernando
4608,campeoes
1626,promissores
4764,prestes_a_dormir
2471,potenciais_fieis
5892,potenciais_fieis
2612,fieis
4971,potenciais_fieis
5185,em_risco
10069,prestes_a_dormir
2262,em_risco
1131,prestes_a_dormir
1041,potenciais_fieis
24,hibernando
3409,em_risco
7022,campeoes
7943,prestes_a_dormir
5272,em_risco
5453,fieis
2565,em_risco
800,prestes_a_dormir
11092,hibernando
5062,hibernando
8969,fieis
4656,fieis
4480,em_risco
9971,fieis
6729,em_risco
1773,promissores
9242,campeoes
1764,em_risco
6215,promissores
10099,fieis
5423,promissores
940,potenciais_fieis
3011,potenciais_fieis
3298,n_podem_perder
8286,prestes_a_dormir
9668,potenciais_fieis
5120,em_risco
6097,em_risco
7019,prestes_a_dormir
7408,potenciais_fieis
8041,potenciais_fieis
252,campeoes
9986,potenciais_fieis
3276,prestes_a_dormir
3859,fieis
3570,em_risco
3783,prestes_a_dormir
10207,prestes_a_dormir
10906,precisam_atencao
3427,campeoes
5209,fieis
10711,fieis
10785,novos_consumidores
2814,novos_consumidores
6866,prestes_a_dormir
1665,em_risco
6575,fieis
3829,hibernando
3091,fieis
10141,novos_consumidores
5177,precisam_atencao
7005,em_risco
6409,campeoes
7485,prestes_a_dormir
8079,hibernando
8395,fieis
10352,potenciais_fieis
4931,campeoes
13,prestes_a_dormir
1834,hibernando
2285,potenciais_fieis
2295,fieis
1378,fieis
2781,fieis
1165,em_risco
1404,hibernando
6457,n_podem_perder
2639,prestes_a_dormir
8299,prestes_a_dormir
6437,hibernando
6912,n_podem_perder
7327,hibernando
5299,fieis
4127,n_podem_perder
8143,precisam_atencao
1964,em_risco
3690,fieis
3433,fieis
3389,n_podem_perder
4712,potenciais_fieis
1170,precisam_atencao
6347,promissores
4065,potenciais_fieis
8230,promissores
1215,fieis
5939,hibernando
2156,potenciais_fieis
7788,prestes_a_dormir
10323,em_risco
7947,hibernando
1891,potenciais_fieis
2570,fieis
9256,campeoes
295,n_podem_perder
7397,fieis
6349,em_risco
10790,prestes_a_dormir
10398,hibernando
2431,hibernando
550,em_risco
1890,hibernando
10742,em_risco
10356,novos_consumidores
4676,n_podem_perder
8852,n_podem_perder
3565,hibernando
5294,prestes_a_dormir
1958,em_risco
7349,potenciais_fieis
8799,potenciais_fieis
1351,fieis
1045,precisam_atencao
7732,em_risco
8070,em_risco
477,fieis
7832,fieis
2202,hibernando
7396,n_podem_perder
4055,prestes_a_dormir
10340,em_risco
10091,em_risco
7629,prestes_a_dormir
10640,hibernando
3498,campeoes
6742,hibernando
1172,n_podem_perder
569,fieis
4686,fieis
1381,potenciais_fieis
2634,potenciais_fieis
10905,potenciais_fieis
1744,hibernando
1000,fieis
3828,n_podem_perder
8605,promissores
10304,hibernando
4351,hibernando
10129,fieis
2499,fieis
10092,fieis
7500,fieis
5796,n_podem_perder
10556,precisam_atencao
1064,novos_consumidores
48,hibernando
7610,potenciais_fieis
263,potenciais_fieis
10814,campeoes
9710,n_podem_perder
9292,n_podem_perder
10250,prestes_a_dormir
7881,fieis
5847,em_risco
737,precisam_atencao
3571,fieis
7807,potenciais_fieis
3878,novos_consumidores
5092,potenciais_fieis
2154,promissores
5394,prestes_a_dormir
3798,hibernando
3524,potenciais_fieis
5247,prestes_a_dormir
5883,em_risco
2118,em_risco
8812,prestes_a_dormir
6616,precisam_atencao
2797,fieis
4328,hibernando
9167,n_podem_perder
10560,promissores
2631,fieis
8312,hibernando
5534,potenciais_fieis
5093,potenciais_fieis
7592,hibernando
8895,em_risco
8584,fieis
2694,prestes_a_dormir
8910,potenciais_fieis
7433,hibernando
164,precisam_atencao
10477,potenciais_fieis
2681,campeoes
5150,hibernando
5283,hibernando
9645,n_podem_perder
10678,n_podem_perder
7261,potenciais_fieis
9648,potenciais_fieis
2870,potenciais_fieis
8008,prestes_a_dormir
1513,em_risco
6173,fieis
1419,potenciais_fieis
9150,promissores
7960,n_podem_perder
1250,hibernando
9905,hibernando
10691,prestes_a_dormir
7002,potenciais_fieis
2952,hibernando
8439,em_risco
762,fieis
2831,n_podem_perder
6977,n_podem_perder
6289,hibernando
4168,potenciais_fieis
8397,hibernando
9284,fieis
6237,n_podem_perder
3130,hibernando
1619,campeoes
1990,em_risco
5513,prestes_a_dormir
269,em_risco
8093,em_risco
10513,em_risco
10177,campeoes
2549,hibernando
5782,campeoes
10057,n_podem_perder
10307,em_risco
8566,novos_consumidores
2415,em_risco
5684,promissores
8334,potenciais_fieis
9166,fieis
1440,n_podem_perder
78,prestes_a_dormir
5441,em_risco
5302,potenciais_fieis
4687,n_podem_perder
1087,potenciais_fieis
6859,potenciais_fieis
9860,potenciais_fieis
7129,n_podem_perder
5866,potenciais_fieis
10521,potenciais_fieis
7393,potenciais_fieis
7849,campeoes
332,precisam_atencao
9847,potenciais_fieis
531,fieis
9576,hibernando
6906,em_risco
7419,hibernando
3170,em_risco
8527,potenciais_fieis
7872,campeoes
10595,novos_consumidores
4609,potenciais_fieis
5010,hibernando
4427,fieis
11148,hibernando
1168,em_risco
9595,potenciais_fieis
10163,fieis
2886,n_podem_perder
6710,hibernando
5316,hibernando
9029,n_podem_perder
521,fieis
1459,potenciais_fieis
10241,novos_consumidores
1630,precisam_atencao
3254,em_risco
9064,campeoes
3678,campeoes
4227,hibernando
9467,prestes_a_dormir
8486,potenciais_fieis
2186,fieis
3286,hibernando
8602,n_podem_perder
3722,hibernando
6715,campeoes
4796,hibernando
9612,novos_consumidores
3766,campeoes
1399,fieis
1570,campeoes
3426,n_podem_perder
3074,em_risco
8341,promissores
5180,prestes_a_dormir
6461,n_podem_perder
7679,prestes_a_dormir
10702,em_risco
7505,promissores
5113,em_risco
10858,fieis
2961,em_risco
2747,em_risco
3010,em_risco
5790,hibernando
6892,fieis
1743,em_risco
3578,potenciais_fieis
8462,prestes_a_dormir
5558,em_risco
4619,campeoes
8780,em_risco
10789,novos_consumidores
10779,novos_consumidores
5896,em_risco
2337,hibernando
10951,potenciais_fieis
544,precisam_atencao
17,n_podem_perder
10680,hibernando
3265,promissores
5623,hibernando
5832,fieis
5544,fieis
6417,n_podem_perder
5831,em_risco
7101,fieis
10176,fieis
2326,novos_consumidores
4385,hibernando
2929,potenciais_fieis
10686,hibernando
2546,novos_consumidores
3283,fieis
3138,n_podem_perder
4994,fieis
7966,fieis
3112,novos_consumidores
10872,em_risco
2181,precisam_atencao
1867,fieis
1518,fieis
5734,hibernando
2878,em_risco
1458,prestes_a_dormir
7007,prestes_a_dormir
6200,fieis
1403,prestes_a_dormir
4827,potenciais_fieis
6250,n_podem_perder
9291,promissores
2478,prestes_a_dormir
1139,fieis
5138,hibernando
5393,hibernando
10413,n_podem_perder
5015,hibernando
10868,em_risco
10676,campeoes
2495,fieis
7842,prestes_a_dormir
9955,potenciais_fieis
6663,hibernando
2162,campeoes
3434,em_risco
7919,campeoes
5626,potenciais_fieis
6428,fieis
8514,prestes_a_dormir
10448,precisam_atencao
2109,n_podem_perder
7530,prestes_a_dormir
8925,fieis
3009,potenciais_fieis
6355,potenciais_fieis
3517,potenciais_fieis
1158,potenciais_fieis
6203,fieis
7165,fieis
3595,fieis
8537,em_risco
4331,fieis
6281,potenciais_fieis
4338,promissores
2452,potenciais_fieis
9507,potenciais_fieis
8360,hibernando
10311,campeoes
5117,fieis
4867,potenciais_fieis
9289,novos_consumidores
10913,prestes_a_dormir
3032,hibernando
8524,potenciais_fieis
3334,fieis
4470,potenciais_fieis
1406,precisam_atencao
8619,novos_consumidores
10821,precisam_atencao
4552,potenciais_fieis
898,potenciais_fieis
9797,potenciais_fieis
10949,campeoes
8212,hibernando
6248,fieis
10164,em_risco
4547,hibernando
6815,campeoes
4122,em_risco
10841,precisam_atencao
5370,potenciais_fieis
176,em_risco
4860,hibernando
10757,promissores
4023,potenciais_fieis
6679,promissores
9923,potenciais_fieis
7181,hibernando
3599,em_risco
405,em_risco
6870,em_risco
832,em_risco
2002,em_risco
3657,potenciais_fieis
500,n_podem_perder
1951,n_podem_perder
3262,fieis
4102,prestes_a_dormir
7042,novos_consumidores
10598,hibernando
255,promissores
2375,hibernando
9829,prestes_a_dormir
6214,prestes_a_dormir
4954,precisam_atencao
7861,fieis
4837,fieis
9423,prestes_a_dormir
4198,novos_consumidores
153,promissores
9323,campeoes
10001,hibernando
3945,n_podem_perder
3799,campeoes
8625,hibernando
3491,fieis
983,em_risco
9119,potenciais_fieis
4786,n_podem_perder
5872,fieis
6568,hibernando
5628,fieis
5631,em_risco
4974,em_risco
8416,novos_consumidores
5454,hibernando
4095,em_risco
5474,hibernando
4268,prestes_a_dormir
10701,n_podem_perder
3507,precisam_atencao
2079,campeoes
626,promissores
4426,potenciais_fieis
2591,precisam_atencao
10509,prestes_a_dormir
6382,hibernando
6673,prestes_a_dormir
7441,n_podem_perder
1071,campeoes
10061,fieis
7187,fieis
8775,hibernando
1612,hibernando
2345,fieis
322,hibernando
10897,n_podem_perder
123,em_risco
6103,prestes_a_dormir
7899,em_risco
10500,hibernando
1655,hibernando
2406,em_risco
2712,em_risco
5517,prestes_a_dormir
10643,fieis
2254,em_risco
10281,campeoes
6958,prestes_a_dormir
954,hibernando
5079,hibernando
10339,hibernando
4643,prestes_a_dormir
3117,em_risco
6497,potenciais_fieis
5396,fieis
5250,n_podem_perder
1052,fieis
2802,em_risco
6343,campeoes
6507,potenciais_fieis
7901,promissores
4865,potenciais_fieis
2686,prestes_a_dormir
3107,potenciais_fieis
7734,fieis
1146,campeoes
11031,hibernando
7428,fieis
975,potenciais_fieis
1103,em_risco
3422,hibernando
1055,prestes_a_dormir
6544,n_podem_perder
1241,novos_consumidores
2909,em_risco
5802,prestes_a_dormir
1407,novos_consumidores
6183,potenciais_fieis
340,campeoes
5991,potenciais_fieis
3104,em_risco
9729,fieis
1008,fieis
11091,hibernando
3969,prestes_a_dormir
1916,em_risco
9907,n_podem_perder
87,novos_consumidores
8659,fieis
6262,n_podem_perder
6147,prestes_a_dormir
8832,potenciais_fieis
10067,hibernando
7532,potenciais_fieis
4915,em_risco
2115,hibernando
2088,n_podem_perder
2493,fieis
6292,em_risco
1631,campeoes
10104,hibernando
3006,hibernando
3919,em_risco
642,hibernando
4369,precisam_atencao
10127,potenciais_fieis
271,potenciais_fieis
4973,promissores
2948,hibernando
2715,potenciais_fieis
10432,promissores
9216,promissores
7124,hibernando
9727,potenciais_fieis
5136,fieis
9790,campeoes
1818,promissores
1100,potenciais_fieis
7873,potenciais_fieis
10609,potenciais_fieis
6950,promissores
7233,potenciais_fieis
9481,hibernando
7699,potenciais_fieis
2711,novos_consumidores
8933,potenciais_fieis
8726,prestes_a_dormir
1515,novos_consumidores
5186,fieis
10157,em_risco
5667,n_podem_perder
902,em_risco
977,potenciais_fieis
7313,n_podem_perder
7600,novos_consumidores
9706,hibernando
2429,campeoes
3520,em_risco
10394,em_risco
4548,hibernando
9362,campeoes
3968,n_podem_perder
4084,fieis
6721,potenciais_fieis
2829,fieis
1772,campeoes
1544,fieis
492,potenciais_fieis
4377,potenciais_fieis
4541,em_risco
1321,prestes_a_dormir
8858,em_risco
3266,hibernando
11187,potenciais_fieis
8207,novos_consumidores
9723,campeoes
2666,fieis
5721,n_podem_perder
10652,precisam_atencao
1646,promissores
4418,fieis
2656,hibernando
7990,novos_consumidores
8722,fieis
7118,em_risco
2980,prestes_a_dormir
1839,potenciais_fieis
10722,em_risco
2632,potenciais_fieis
9014,hibernando
7620,hibernando
10968,campeoes
11133,potenciais_fieis
2736,n_podem_perder
1876,novos_consumidores
5959,hibernando
1092,campeoes
4333,hibernando
3850,prestes_a_dormir
6168,promissores
607,fieis
10469,fieis
6983,promissores
3661,fieis
9303,novos_consumidores
692,hibernando
736,hibernando
9589,fieis
4838,prestes_a_dormir
9246,em_risco
6261,em_risco
7366,campeoes
10659,potenciais_fieis
1448,potenciais_fieis
4286,fieis
4749,fieis
4478,em_risco
4201,potenciais_fieis
8720,prestes_a_dormir
10084,novos_consumidores
7004,hibernando
9817,n_podem_perder
8080,prestes_a_dormir
8372,hibernando
10870,fieis
4001,precisam_atencao
7270,em_risco
8235,campeoes
9405,prestes_a_dormir
